read_at	http	secs	uptime_s	derived_start	crossed	interval_s
2026-09-20T12:18:06Z	200	20.568470	11	2026-09-20T12:18:15Z	crossed	60
2026-09-20T12:19:06Z	200	0.371639	52	2026-09-20T12:18:15Z	ok	60
2026-09-20T12:20:06Z	000	25.001833				60
2026-09-20T12:21:06Z	200	15.753522	18	2026-09-20T12:21:04Z	ok	60
2026-09-20T12:22:06Z	200	0.393544	62	2026-09-20T12:21:04Z	ok	60
2026-09-20T12:23:06Z	000	25.002018				60
2026-09-20T12:24:06Z	200	3.742954	12	2026-09-20T12:23:58Z	ok	60
2026-09-20T12:25:06Z	200	0.412029	68	2026-09-20T12:23:59Z	ok	60
2026-09-20T12:26:06Z	000	25.002681				60
2026-09-20T12:27:06Z	200	0.353409	14	2026-09-20T12:26:52Z	ok	60
2026-09-20T12:28:06Z	200	0.378760	74	2026-09-20T12:26:53Z	ok	60
2026-09-20T12:29:06Z	000	25.002314				60
2026-09-20T12:30:06Z	200	0.352820	12	2026-09-20T12:29:54Z	ok	60
2026-09-20T12:31:06Z	200	0.475864	73	2026-09-20T12:29:54Z	ok	60
2026-09-20T12:32:06Z	000	25.002061				60
2026-09-20T12:33:06Z	200	0.322834	25	2026-09-20T12:32:41Z	ok	60
2026-09-20T12:34:06Z	200	0.454790	85	2026-09-20T12:32:42Z	ok	60
2026-09-20T12:35:06Z	000	25.002634				60
2026-09-20T12:36:06Z	200	0.337064	29	2026-09-20T12:35:37Z	ok	60
2026-09-20T12:37:06Z	200	0.396055	90	2026-09-20T12:35:37Z	ok	60
2026-09-20T12:38:06Z	000	25.002041				60
2026-09-20T12:39:06Z	200	0.388492	39	2026-09-20T12:38:27Z	ok	60
2026-09-20T12:40:06Z	200	0.467308	100	2026-09-20T12:38:27Z	ok	60
2026-09-20T12:41:06Z	200	19.811631	10	2026-09-20T12:41:16Z	crossed	60
2026-09-20T12:42:06Z	200	0.416871	51	2026-09-20T12:41:15Z	ok	60
2026-09-20T12:43:06Z	000	25.001315				60
2026-09-20T12:44:06Z	200	9.639047	14	2026-09-20T12:44:02Z	ok	60
2026-09-20T12:45:06Z	200	0.364751	64	2026-09-20T12:44:03Z	ok	60
2026-09-20T12:46:06Z	000	25.001835				60
2026-09-20T12:47:06Z	200	0.354944	12	2026-09-20T12:46:54Z	ok	60
2026-09-20T12:48:06Z	200	0.393407	73	2026-09-20T12:46:54Z	ok	60
2026-09-20T12:49:06Z	000	25.002259				60
2026-09-20T12:50:06Z	200	0.365857	23	2026-09-20T12:49:43Z	ok	60
2026-09-20T12:51:06Z	200	0.389706	84	2026-09-20T12:49:43Z	ok	60
2026-09-20T12:52:06Z	000	25.002078				60
2026-09-20T12:53:06Z	200	0.361486	31	2026-09-20T12:52:35Z	ok	60
2026-09-20T12:54:06Z	200	0.464061	91	2026-09-20T12:52:36Z	ok	60
2026-09-20T12:55:06Z	000	25.002296				60
2026-09-20T12:56:06Z	200	0.367690	39	2026-09-20T12:55:27Z	ok	60
2026-09-20T12:57:06Z	200	0.390421	99	2026-09-20T12:55:28Z	ok	60
